symbol,entry_date,src,year,month,combo,sub_signals,rank,board,buy_date,buy_price,sell_date,sell_price,net_pnl_pct,hold_bars,reason,tp,sl,risk_pct,mfe_pct,mae_pct,rr_exit,trend_state,breakout_date,breakout_price,breakout_kind,retrace_price,retrace_state,retrace_signal,stage_span,adx_span,last_event_kind,last_event_date,events_tail,j_p_valid,j_trend,j_trend_conf,j_timing,j_timing_conf,j_tpsl,j_tpsl_conf,j_direction,j_direction_conf
601717.SH,20260717,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260716"", ""detail"": ""中创智领:中创智领(郑州)工业技术集团股份有限公司关于董事长提议公司回购部分A股""}, {""name"": ""入场(T+1)"", ""date"": ""20260717"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20260717,15.028,20260722,15.028,0.4206,3,BE,16.88,13.764,8.41,5.202219826725751,-1.318853888023852,0.0,down,20260623,15.96,BOS↓,15.45,no_retrace,尚未反抽,12,16,BOS↓,20260623,"[{""date"": ""20260525"", ""kind"": ""CHoCH↑"", ""level"": 17.88}, {""date"": ""20260608"", ""kind"": ""CHoCH↓"", ""level"": 16.8}, {""date"": ""20260623"", ""kind"": ""BOS↓"", ""level"": 15.96}]",0.34,strong_down,0.54,1.83,0.58,tp_sys_ok,0.66,down,0.61
688326.SH,20260717,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260716"", ""detail"": ""经纬恒润:关于以集中竞价交易方式回购股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20260717"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20260717,67.043,20260720,63.994,-4.9378,1,SL_HIT,73.98,63.994,4.547,-0.8245479007440104,-7.372603769532294,-1.0,down,20260713,65.74,BOS↓,68.14,retrace_fail,反抽收复(破位失败),15,40,BOS↓,20260713,"[{""date"": ""20260528"", ""kind"": ""BOS↓"", ""level"": 87.94}, {""date"": ""20260625"", ""kind"": ""BOS↓"", ""level"": 71.22}, {""date"": ""20260713"", ""kind"": ""BOS↓"", ""level"": 65.74}]",0.28,strong_down,0.7,1.56,0.38,tp_sys_ok,0.44,down,0.73
002340.SZ,20260720,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260717"", ""detail"": ""格林美:关于回购公司股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260720"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SZ_MAIN,20260720,6.237,20260805,6.75,7.8089,12,TIME_STOP,7.89,6.222,0.232,9.828443161776491,0.5291005291005124,35.379,down,20260716,6.35,BOS↓,6.43,retrace_ok,反抽受限(延续下跌),3,29,BOS↓,20260716,"[{""date"": ""20260521"", ""kind"": ""CHoCH↓"", ""level"": 8.26}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 6.76}, {""date"": ""20260716"", ""kind"": ""BOS↓"", ""level"": 6.35}]",0.32,strong_down,0.64,1.86,0.62,tp_sys_ok,0.66,down,0.76
300143.SZ,20260720,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260717"", ""detail"": ""盈康生命:关于以集中竞价交易方式回购公司股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260720"", ""detail"": ""次日开盘/回踩0.99限价""}]",7,CYB,20260720,7.009,20260728,7.5,5.307,6,TP2_RUNNER,7.5,6.326,9.751,8.42892198824401,-1.9859613079951988,0.718,up,20260715,7.2,CHoCH↑,7.01,retrace_fail,回踩跌破(突破失败),10,36,CHoCH↑,20260715,"[{""date"": ""20260518"", ""kind"": ""BOS↓"", ""level"": 8.508}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 6.64}, {""date"": ""20260715"", ""kind"": ""CHoCH↑"", ""level"": 7.2}]",0.37,mild_up,0.67,1.76,0.44,tp_sys_ok,0.29,up,0.41
301283.SZ,20260720,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260717"", ""detail"": ""聚胶股份:关于以集中竞价交易方式回购股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260720"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,CYB,20260720,23.641,20260805,25.5,7.447,12,TIME_STOP,28.44,22.478,4.919,9.512207502157267,-2.4161210090858254,1.598,down,20260709,24.03,BOS↓,24.58,retrace_ok,反抽受限(延续下跌),19,6,BOS↓,20260709,"[{""date"": ""20260521"", ""kind"": ""CHoCH↓"", ""level"": 31.978}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 25.17}, {""date"": ""20260709"", ""kind"": ""BOS↓"", ""level"": 24.03}]",0.33,strong_down,0.67,1.91,0.61,tp_sys_ok,0.63,down,0.68
301087.SZ,20260721,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260720"", ""detail"": ""可孚医疗:回购A股股份报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20260721"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,CYB,20260721,50.193,20260723,52.27,3.73,2,TP2_RUNNER,52.27,45.722,8.907,7.3257227103380895,-1.2611320303627993,0.465,up,20260629,46.0,CHoCH↑,45.84,retrace_ok,回踩到位(接多窗口),15,40,CHoCH↑,20260629,"[{""date"": ""20260518"", ""kind"": ""BOS↓"", ""level"": 48.48}, {""date"": ""20260603"", ""kind"": ""BOS↓"", ""level"": 45.8}, {""date"": ""20260629"", ""kind"": ""CHoCH↑"", ""level"": 46.0}]",0.64,mild_up,0.46,2.45,0.45,tp_sys_ok,0.9,up,0.63
301173.SZ,20260721,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260720"", ""detail"": ""毓恬冠佳:关于股份回购比例达到1%暨回购进展公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260721"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,CYB,20260721,29.136,20260722,28.294,-3.2819,1,SL_HIT,34.35,28.294,2.888,-1.8729599769355176,-5.854329911414524,-1.0,down,20260618,32.46,BOS↓,33.1,retrace_ok,反抽受限(延续下跌),60,40,BOS↓,20260618,"[{""date"": ""20260518"", ""kind"": ""CHoCH↓"", ""level"": 40.434}, {""date"": ""20260604"", ""kind"": ""BOS↓"", ""level"": 35.14}, {""date"": ""20260618"", ""kind"": ""BOS↓"", ""level"": 32.46}]",0.29,strong_down,0.78,1.81,0.7,tp_sys_ok,0.61,down,0.68
301283.SZ,20260721,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260720"", ""detail"": ""聚胶股份:关于首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260721"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,CYB,20260721,23.374,20260806,25.61,9.1477,12,TIME_STOP,28.44,22.471,3.863,10.764570739157776,-1.3001681362545314,2.477,down,20260709,24.03,BOS↓,24.58,retrace_ok,反抽受限(延续下跌),20,7,BOS↓,20260709,"[{""date"": ""20260521"", ""kind"": ""CHoCH↓"", ""level"": 31.978}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 25.17}, {""date"": ""20260709"", ""kind"": ""BOS↓"", ""level"": 24.03}]",0.33,strong_down,0.68,1.89,0.58,tp_sys_ok,0.66,down,0.7
601600.SH,20260721,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260720"", ""detail"": ""中国铝业:中国铝业关于控股股东及其一致行动人增持公司股份计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260721"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20260721,9.078,20260806,9.77,7.2042,12,TIME_STOP,11.07,7.617,16.091,9.822323562781587,0.12887875483293953,0.474,up,20260714,8.7,CHoCH↑,8.33,retrace_ok,回踩到位(接多窗口),35,16,CHoCH↑,20260714,"[{""date"": ""20260608"", ""kind"": ""BOS↓"", ""level"": 10.34}, {""date"": ""20260618"", ""kind"": ""BOS↓"", ""level"": 9.79}, {""date"": ""20260714"", ""kind"": ""CHoCH↑"", ""level"": 8.7}]",0.66,mild_up,0.59,2.61,0.61,tp_sys_ok,0.89,up,0.53
688331.SH,20260721,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260720"", ""detail"": ""荣昌生物:荣昌生物关于2026年第一次以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20260721"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20260721,121.879,20260727,117.871,-3.6813,4,SL_HIT,157.8,117.871,3.288,8.714469854913354,-4.413315184170519,-1.0,down,20260717,123.8,CHoCH↓,126.62,retrace_ok,反抽受限(延续下跌),9,16,CHoCH↓,20260717,"[{""date"": ""20260528"", ""kind"": ""BOS↓"", ""level"": 110.7}, {""date"": ""20260624"", ""kind"": ""CHoCH↑"", ""level"": 115.97}, {""date"": ""20260717"", ""kind"": ""CHoCH↓"", ""level"": 123.8}]",0.31,mild_down,0.45,1.85,0.63,tp_sys_ok,0.53,down,0.74
000695.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""滨海能源:控股股东及其一致行动人关于增持公司股份触及1%整数倍的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SZ_MAIN,20260722,12.484,20260724,13.08,4.2937,2,TP2_RUNNER,13.08,11.057,11.432,6.777529457941833,2.7723708136079495,0.418,down,20260626,12.42,BOS↓,13.08,retrace_fail,反抽收复(破位失败),6,7,BOS↓,20260626,"[{""date"": ""20260520"", ""kind"": ""BOS↑"", ""level"": 15.96}, {""date"": ""20260604"", ""kind"": ""CHoCH↓"", ""level"": 14.38}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 12.42}]",0.31,strong_down,0.64,2.04,0.56,tp_sys_ok,0.5,down,0.65
002020.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""京新药业:回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20260722,13.989,20260807,13.65,-2.8162,12,TIME_STOP,15.88,12.856,8.099,2.79725778664206,-4.851773216953692,-0.299,up,20260701,12.87,CHoCH↑,13.4,no_retrace,尚未回踩,3,40,CHoCH↑,20260701,"[{""date"": ""20260522"", ""kind"": ""BOS↓"", ""level"": 13.88}, {""date"": ""20260617"", ""kind"": ""BOS↓"", ""level"": 12.09}, {""date"": ""20260701"", ""kind"": ""CHoCH↑"", ""level"": 12.87}]",0.5,mild_up,0.37,1.31,0.36,tp_sys_ok,0.86,up,0.48
002858.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""力盛体育:关于首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SZ_MAIN,20260722,10.108,20260807,11.49,13.1279,12,TIME_STOP,12.76,9.772,3.318,16.740371392673058,-1.2653469068748202,4.121,down,20260709,10.57,BOS↓,11.28,retrace_ok,反抽受限(延续下跌),13,40,BOS↓,20260709,"[{""date"": ""20260518"", ""kind"": ""CHoCH↓"", ""level"": 15.11}, {""date"": ""20260625"", ""kind"": ""BOS↓"", ""level"": 11.6}, {""date"": ""20260709"", ""kind"": ""BOS↓"", ""level"": 10.57}]",0.33,strong_down,0.72,1.9,0.66,tp_sys_ok,0.6,down,0.71
300014.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""亿纬锂能:关于公司董事、高级管理人员增持公司股份计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,CYB,20260722,53.668,20260807,54.13,0.4595,12,TIME_STOP,70.44,49.104,8.505,4.587658544493078,-3.853141263213211,0.101,down,20260706,60.52,CHoCH↓,60.59,retrace_ok,反抽受限(延续下跌),2,10,CHoCH↓,20260706,"[{""date"": ""20260604"", ""kind"": ""BOS↓"", ""level"": 62.5}, {""date"": ""20260617"", ""kind"": ""CHoCH↑"", ""level"": 66.91}, {""date"": ""20260706"", ""kind"": ""CHoCH↓"", ""level"": 60.52}]",0.3,strong_down,0.4,1.77,0.59,tp_sys_ok,0.58,down,0.7
301026.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""浩通科技:回购公司股份比例达到1%暨回购进展公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,CYB,20260722,17.246,20260807,22.44,29.6587,12,TIME_STOP,25.6,15.768,8.572,34.525507659835995,-3.918635261918857,3.514,down,20260707,19.74,BOS↓,18.63,no_retrace,尚未反抽,11,10,BOS↓,20260707,"[{""date"": ""20260622"", ""kind"": ""CHoCH↑"", ""level"": 24.79}, {""date"": ""20260629"", ""kind"": ""CHoCH↓"", ""level"": 20.48}, {""date"": ""20260707"", ""kind"": ""BOS↓"", ""level"": 19.74}]",0.32,strong_down,0.61,1.62,0.46,tp_sys_ok,0.67,down,0.63
301032.SZ,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""新柴股份:关于公司实际控制人的一致行动人股份增持计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,CYB,20260722,8.99,20260807,9.92,9.9244,12,TIME_STOP,10.98,8.809,2.018,11.012235817575089,-0.22246941045606095,5.126,down,20260721,9.07,BOS↓,,no_retrace,尚未反抽,12,37,BOS↓,20260721,"[{""date"": ""20260608"", ""kind"": ""BOS↓"", ""level"": 10.79}, {""date"": ""20260624"", ""kind"": ""BOS↓"", ""level"": 10.21}, {""date"": ""20260721"", ""kind"": ""BOS↓"", ""level"": 9.07}]",0.29,strong_down,0.73,1.68,0.51,tp_sys_ok,0.66,down,0.64
600918.SH,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""中泰证券:中泰证券股份有限公司关于董事长提议回购公司A股股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",2,SH_MAIN,20260722,5.623,20260807,5.58,-1.1665,12,TIME_STOP,5.78,5.09,9.488,1.8992744344857204,-2.902262057191629,-0.081,up,20260713,5.51,CHoCH↑,5.43,retrace_ok,回踩到位(接多窗口),60,2,CHoCH↑,20260713,"[{""date"": ""20260403"", ""kind"": ""BOS↓"", ""level"": 5.9}, {""date"": ""20260515"", ""kind"": ""BOS↓"", ""level"": 5.87}, {""date"": ""20260713"", ""kind"": ""CHoCH↑"", ""level"": 5.51}]",0.66,mild_up,0.64,2.65,0.65,tp_sys_ok,0.91,up,0.56
601799.SH,20260722,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260721"", ""detail"": ""星宇股份:星宇股份关于控股股东、实际控制人、董事长兼总经理提议公司回购股份的提示""}, {""name"": ""入场(T+1)"", ""date"": ""20260722"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SH_MAIN,20260722,89.15,20260807,94.17,5.2205,12,TIME_STOP,132.29,85.001,4.653,12.889023494242814,-0.39203809331517236,1.21,down,20260717,87.28,BOS↓,92.58,retrace_fail,反抽收复(破位失败),50,18,BOS↓,20260717,"[{""date"": ""20260529"", ""kind"": ""CHoCH↓"", ""level"": 127.35}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 108.08}, {""date"": ""20260717"", ""kind"": ""BOS↓"", ""level"": 87.28}]",0.32,strong_down,0.79,1.83,0.46,tp_sys_ok,0.52,down,0.58
000695.SZ,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""滨海能源:控股股东及其一致行动人关于增持公司股份触及1%整数倍的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20260723,12.83,20260727,12.77,-0.2131,2,SL_GAP,13.08,11.037,13.971,4.28682774746687,-0.4676539360872978,-0.033,down,20260626,12.42,BOS↓,13.5,retrace_fail,反抽收复(破位失败),1,8,BOS↓,20260626,"[{""date"": ""20260520"", ""kind"": ""BOS↑"", ""level"": 15.96}, {""date"": ""20260604"", ""kind"": ""CHoCH↓"", ""level"": 14.38}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 12.42}]",0.32,strong_down,0.55,2.02,0.6,tp_sys_ok,0.49,down,0.65
001322.SZ,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""箭牌家居:关于控股股东首次增持公司股份及取得金融机构增持专项贷款承诺函的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20260723,5.98,20260724,5.861,-2.3781,1,SL_HIT,6.82,5.861,1.982,2.5152184092581464,-2.1673690547862723,-1.0,down,20260525,7.0,CHoCH↓,6.98,retrace_ok,反抽受限(延续下跌),53,5,CHoCH↓,20260525,"[{""date"": ""20260511"", ""kind"": ""CHoCH↑"", ""level"": 7.35}, {""date"": ""20260519"", ""kind"": ""BOS↑"", ""level"": 7.51}, {""date"": ""20260525"", ""kind"": ""CHoCH↓"", ""level"": 7.0}]",0.31,strong_down,0.39,1.82,0.68,tp_sys_ok,0.54,down,0.69
002318.SZ,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""久立特材:关于回购公司股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20260723,18.89,20260810,19.97,5.3061,12,TIME_STOP,30.58,16.646,11.877,13.552143991529908,-2.1704605611434613,0.481,down,20260707,22.46,BOS↓,21.97,no_retrace,尚未反抽,60,10,BOS↓,20260707,"[{""date"": ""20260424"", ""kind"": ""BOS↓"", ""level"": 28.72}, {""date"": ""20260514"", ""kind"": ""BOS↓"", ""level"": 28.85}, {""date"": ""20260707"", ""kind"": ""BOS↓"", ""level"": 22.46}]",0.33,strong_down,0.77,1.77,0.63,tp_sys_ok,0.67,down,0.61
300183.SZ,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""东软载波:关于控股股东的一致行动人持股变动触及1%整数倍暨后续增持计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,CYB,20260723,9.92,20260810,10.58,5.727,12,TIME_STOP,10.88,9.136,7.899,8.870967741935498,-1.1088709677419262,0.842,down,20260720,9.36,BOS↓,9.94,retrace_fail,反抽收复(破位失败),5,35,BOS↓,20260720,"[{""date"": ""20260625"", ""kind"": ""BOS↓"", ""level"": 10.65}, {""date"": ""20260713"", ""kind"": ""BOS↓"", ""level"": 9.79}, {""date"": ""20260720"", ""kind"": ""BOS↓"", ""level"": 9.36}]",0.33,strong_down,0.83,1.6,0.31,tp_sys_ok,0.48,down,0.63
301533.SZ,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""威马农机:关于控股股东、实际控制人增持公司股份计划的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,CYB,20260723,22.88,20260806,25.75,11.1636,10,TP2_RUNNER,25.75,22.289,2.582,13.72377622377623,-0.7867132867132809,4.859,down,20260721,22.85,BOS↓,22.94,retrace_ok,反抽受限(延续下跌),43,40,BOS↓,20260721,"[{""date"": ""20260618"", ""kind"": ""BOS↓"", ""level"": 25.18}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 24.02}, {""date"": ""20260721"", ""kind"": ""BOS↓"", ""level"": 22.85}]",0.25,strong_down,0.81,1.75,0.46,tp_sys_ok,0.51,down,0.75
600382.SH,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""广东明珠:广东明珠集团股份有限公司关于董事长提议回购公司股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20260723,5.72,20260810,6.38,11.1156,12,TIME_STOP,9.68,5.578,2.485,19.23076923076925,-0.6993006993006978,4.643,down,20260717,5.76,BOS↓,5.95,retrace_ok,反抽受限(延续下跌),7,15,BOS↓,20260717,"[{""date"": ""20260622"", ""kind"": ""CHoCH↓"", ""level"": 8.01}, {""date"": ""20260702"", ""kind"": ""BOS↓"", ""level"": 6.49}, {""date"": ""20260717"", ""kind"": ""BOS↓"", ""level"": 5.76}]",0.31,strong_down,0.71,1.9,0.57,tp_sys_ok,0.58,down,0.74
688032.SH,20260723,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260722"", ""detail"": ""禾迈股份:关于回购公司股份比例达到1%暨回购进展公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260723"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20260723,74.854,20260810,78.73,4.7681,12,TIME_STOP,88.8,72.608,3.001,8.170716555850799,-1.7419266063625205,1.726,down,20260721,74.03,BOS↓,75.69,retrace_fail,反抽收复(破位失败),33,38,BOS↓,20260721,"[{""date"": ""20260624"", ""kind"": ""BOS↓"", ""level"": 84.07}, {""date"": ""20260707"", ""kind"": ""BOS↓"", ""level"": 79.2}, {""date"": ""20260721"", ""kind"": ""BOS↓"", ""level"": 74.03}]",0.29,strong_down,0.71,1.73,0.44,tp_sys_ok,0.49,down,0.55
000695.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""滨海能源:控股股东及其一致行动人关于增持公司股份触及1%整数倍的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",2,SZ_MAIN,20260724,13.018,20260728,12.85,-1.2316,2,SL_GAP,13.08,11.023,15.329,2.776817605714954,-2.216077121020077,-0.084,up,20260723,13.08,CHoCH↑,,no_retrace,尚未回踩,2,9,CHoCH↑,20260723,"[{""date"": ""20260604"", ""kind"": ""CHoCH↓"", ""level"": 14.38}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 12.42}, {""date"": ""20260723"", ""kind"": ""CHoCH↑"", ""level"": 13.08}]",0.51,mild_up,0.61,2.08,0.59,tp_sys_ok,0.84,up,0.36
001233.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""海安集团:回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SZ_MAIN,20260724,43.382,20260811,45.5,5.046,12,TIME_STOP,48.3,38.547,11.145,15.232655168757425,-2.977746428225647,0.438,down,20260707,43.61,BOS↓,46.33,retrace_fail,反抽收复(破位失败),6,40,BOS↓,20260707,"[{""date"": ""20260528"", ""kind"": ""BOS↓"", ""level"": 54.62}, {""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 45.66}, {""date"": ""20260707"", ""kind"": ""BOS↓"", ""level"": 43.61}]",0.29,strong_down,0.78,2.02,0.49,tp_sys_ok,0.48,down,0.73
003008.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""开普检测:关于股东增持股份达到5%的权益变动提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SZ_MAIN,20260724,16.612,20260727,16.3,-2.2754,1,SL_GAP,18.29,16.362,1.505,1.1304944558818253,-1.8793416886384695,-1.249,down,20260721,16.68,BOS↓,16.8,retrace_fail,反抽收复(破位失败),21,36,BOS↓,20260721,"[{""date"": ""20260624"", ""kind"": ""BOS↓"", ""level"": 18.03}, {""date"": ""20260630"", ""kind"": ""BOS↓"", ""level"": 17.26}, {""date"": ""20260721"", ""kind"": ""BOS↓"", ""level"": 16.68}]",0.3,strong_down,0.63,1.88,0.49,tp_sys_ok,0.52,down,0.66
300988.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""津荣天宇:关于回购公司股份比例达到1%暨回购完成的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,CYB,20260724,14.81,20260728,14.3,-2.5251,2,SL_GAP,16.51,13.007,12.176,1.4152217360773323,-5.471830605520456,-0.283,up,20260722,14.95,CHoCH↑,14.6,retrace_ok,回踩到位(接多窗口),38,21,CHoCH↑,20260722,"[{""date"": ""20260710"", ""kind"": ""BOS↓"", ""level"": 14.95}, {""date"": ""20260720"", ""kind"": ""BOS↓"", ""level"": 13.5}, {""date"": ""20260722"", ""kind"": ""CHoCH↑"", ""level"": 14.95}]",0.58,mild_up,0.59,2.67,0.67,tp_sys_ok,0.89,up,0.43
301330.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""熵基科技:关于公司实际控制人、董事长提议回购公司股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,CYB,20260724,21.632,20260727,21.32,-1.837,1,SL_GAP,29.12,21.344,1.329,6.280193236714959,-1.9485472574717555,-1.083,down,20260722,21.91,BOS↓,21.95,retrace_ok,反抽受限(延续下跌),6,11,BOS↓,20260722,"[{""date"": ""20260626"", ""kind"": ""BOS↓"", ""level"": 25.81}, {""date"": ""20260709"", ""kind"": ""BOS↓"", ""level"": 23.9}, {""date"": ""20260722"", ""kind"": ""BOS↓"", ""level"": 21.91}]",0.29,strong_down,0.77,1.73,0.51,tp_sys_ok,0.53,down,0.75
301446.SZ,20260724,EVENT,2026,202607,insider-event,"[{""name"": ""披露日"", ""date"": ""20260723"", ""detail"": ""福事特:关于董事长提议回购公司股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20260724"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,CYB,20260724,31.977,20260811,39.69,23.6725,12,TIME_STOP,44.88,30.285,5.29,24.71463864652721,-5.150576977202359,4.559,down,20260717,31.4,BOS↓,32.99,retrace_fail,反抽收复(破位失败),6,13,BOS↓,20260717,"[{""date"": ""20260625"", ""kind"": ""CHoCH↓"", ""level"": 40.28}, {""date"": ""20260707"", ""kind"": ""BOS↓"", ""level"": 35.35}, {""date"": ""20260717"", ""kind"": ""BOS↓"", ""level"": 31.4}]",0.32,strong_down,0.65,1.92,0.49,tp_sys_ok,0.55,down,0.71
